content,label
Jahitannya rapi. Ukuran sesuai. Modelnya cantik ??. Warnanya cantik ??. Nyaman dipakai ?. Bahannya adem.,Positive
"kalo mau kirim baca note nya dong,...masa tiga2 nya dikirim warna sama,..terus fungsinya catatan buat apa",Negative
Pertama kali custom dan hasil nya sesuai request,Positive
MASA ISI NYA HANYA 800 gram kan harusnya 1 kg kesel,Negative
"mudah�n awet, tapi kainnya kurang nyerap, kalo di lantai granit masih meninggalkan bekas",Negative
"Terima kasih, pesanan sesuai dan bagus.. Maaf inner nya sudah di pakai sih kakak..",Positive
packingnya kurang memuaskan,Negative
bahan terlalu tipis.. jahitan kurang kuat.. bisa cepat sobek..,Negative
"mantap sekali sangat recommended, respon seller bintang 5 baru pesan tadi malam hari ini langsung datang",Positive
"Pembelian kedua. Seller, seperti biasa, responsif. Pengemasan barang sangat baik, dengan bubble wrap dan menggunakan kotak lagi. Kualitas kimchi segar dan enak. Overal, good job!",Positive
"kecewa order disini beli produk kenmaster tapi yang dikirim label yang berbeda dengan foto di etalase produk, bulu tipis dan ternyata gagang tidak bisa diperpanjang pula",Negative
box nya enggak di rakit,Negative
"terima kasih ,, barang jadi aman sampai di tujuan,",Positive
packing supeeer rapi dan aman sampai rumah thank you seller semakin lancar usahanya,Positive
terimakasih banyak kak.. pengiriman cepat,Positive
sangat berguna. bermanfaat dan lancar digunakan di Swis,Positive
Pembelian yang kesekian kali disini ????,Positive
meminta warna hitam dof malah dikirim warna warni semua..tanpa konfirmasi,Negative
barang deh lama.. benyek benyek.. ada kerusakan enggak diganti... pengemasan buruk... harap menjadi pelajaran...,Negative
barang yang dikirim tidak sesuai yang dipesan.,Negative
Barangnya bagus mewah banget. sudah dicoba juga bulu2 yang ngegumpal ke tarik juga. Bagus pokoknya,Positive
Ukuran Produk Sesuai.,Positive
"Packing ok, seller lekas kirim, berguna buat organize koper biar enggak acak acakan, semoga awet, thank you seller",Positive
barang sudah sampai sesui dengan pesana,Positive
lama nympe,Negative
"Barang ok, pengiriman lama, konfirmasi saja butuh 2 hari, packing enggak banget, enggak pakai buble",Positive
"produk sesuai deskripsi, seller ramah & barang langsung dikirim",Positive
"Packing rapi dan memuaskan, mantabh",Positive
"admin ditanya2 respon cepat dan ramah, barang cepat sampai,sampai dengan rapi.tata cara instal lengkap dijelasin,sisanya dipandu.sangat sangat membantu dan baik adminnya,rekomended banget. next pasti beli2 disini lagi. puas banget",Positive
bagus reseller gercep banget,Positive
barang tiba dengan cepat sesuai standar pengiriman. tapi untuk kondisi buku ada cacat di tepi buku. tapi gapapa,Positive
"untuk kualitas ternyata sama dengan merk China lain 1080p juga yang harga nya 300rb an, bahkan lebih bagus merk lain di 600rb an. lalu untuk pengiriman lambat sekali dari official store, pesan tanggal 27, sampai tanggal 1, sehingga saya tidak sempat menggunakan pada zoom meeting dan harus memakai hp. cukup kecewa dengan produk dan pelayanan Logitech. kalau untuk keyboard nya dan mouse nya memang cukup bagus beberapa model nya, tapi saya kapok beli disini karena barang akan hanya di proses beberapa jam sebelum pembatalan walaupun pesan nya di hari biasa.",Negative
"Mantap, enggak pernah kecewa belanja disini. Figure sesuai foto. Kawai banget Nezuko-chan Wangy wangy. Hehe becanda om ??",Positive
"Barang sesuai dengan deskripsi, sedot nya kuat banget, cocok buat debu� kecil di sela� laptop atau mobil, woke banget lah cincai lah siplah",Positive
pengemasan cepat dan datang nya juga cepat. thank you seller and kurir,Positive
mic nya enggak respon,Negative
"Pengiriman tidak sesuai jadwal , pengiriman sangat lama tidak di proses proses , di anjurkan sangat kalau buru� jangan beli di toko ini pelayanan buruk , hanya cepat membalas chat saat mau beli , kalau sudah beli boro� di balas , di read saja tidak",Negative
seller responsif sekali...kaos kaki nyaman banget dipakai terima kasih,Positive
Pengiriman cepat dan barang diterima dalam kondisi baik,Positive
"pembelian kedua, puas dengan barangnya. produk al ini one. suka sekali dengan produk ini, recommended untuk anabul ????",Positive
enggak teliti membaca requestku meminta nya LEMON kenapa yang dikirim summer linen??,Negative
"Produk sesuai deskripsi. Talenan tipis. Pisau tajam jadi enak untuk dipakai, grip pada gagang terasa nyaman.",Positive
mantap ..dislorikin saja ..bro,Positive
sambal nya asem chat penjual enggak respon kecewa,Negative
"harga, kualitas, barang sesuai... terima kasih seller, sukses tokopedia...",Positive
tidak berfungsi. mau retur tapi berat di ongkir. mungkin kedepannya boleh di test terlebih dahulu sebelum kirim,Negative
Tidak berfungsi.,Negative
barang sampai dan sesuai harapan.,Positive
"order dari tanggal 26 Nov, baru sampai tanggal 05 Dec ?? padahal order dari official store.. itupun setelah kemarin saya follow up sendiri ke ekspedisinya karena status Di toped Masih menunggu pick up paket sampai pun tidak dipacking dengan aman, hanya selembar plastik & basah kena hujan.. kapok enggak berani lagi belanja disini??melulu ??, dichat ke penjual, yang balas sistem dan hanya info masih menunggu pick up.",Negative
Ada beberapa kalimat yang kosong. Saya cukup kecewa dan hal itu sangat menggangu saya ketika membaca.,Negative
Jamnya bagus banget. Produk sesuai dengan foto. Nyaman dipakai ?,Positive
"kemasan ok, aman banget. isi sangat banyak. produknya nyaman dipakai",Positive
Produk anak bangsa yang super keren banget desainnya!! Very nice and helpful seller! Terima kasiiih we love itu sok muuuuch!,Positive
"keyboard tidak nyala sama sekali padahal baterai baru dicoba beberapa kali tidak bisa ,memang lebih murah dari toko lain ,barang tidak bisa sama saja bohong",Negative
"untuk harga sgitu bolehlah, dan penjual juga menjelaskan cara pakai dengan jelas dan teliti",Positive
"buruk, busuk.",Negative
penjual responsive. barang sampai dengan selamat. sudah berkali2 order disini untuk saya bawa ke turki kak. terimakasih ya kak,Positive
"sangat bermanfaat, kamera bisa digerakan putar kiri/kanan 360, naik turun, ada mengirim suara audio. gambar kamera juga bagus.",Positive
Sepatunya enteng. Solnya empuk. Nyaman dipakai. Ukurannya sesuai. Desainnya sporty ??. Proses pesanan cepat. Warnanya cantik. Packaging aman ??.,Positive
pencetannya agak keras jadi tkt cepat rusak. terus airnya jadi bau plastik.. tidak dapat dipakai,Negative
mantap rekomendasi deh thank'si,Positive
mantap...pengiriman sangat cepat ....produk aman ..,Positive
Pipetnya tidak dikirim. .,Negative
Thanks gan paket sudah mendarat dengan selamat...pelayanan ok mantab..super fast respon..top very recomended seller,Positive
"Luarbiasa.. sudah 2x beli di toko ini.. Penjualnya mengerti kebutuhan saya butuh Urgent, hari Minggu tetap dihandle padahal harusnya libur dan pakai Sameday tapi sampainya ekspres dari JakSel - Bekasi... Puji Tuhan !!! Thanks sok much Seller dan Kurir Sameday, Gbu ????????????",Positive
Kualitas bahan mantap ??. Dijamin Termurah. Berfungsi dengan baik.,Positive
"Beli 2 kotak isi total 20 buah pie terdapat 5 buah pie yang sudah jamuran. Padahal paket langsung dibuka sesaat setelah diantar kurir dan expire date juga masih 1 bulan lebih. Coba cek ulasan, banyak pembeli juga mengalami kendala pie berjamur. Jelek sekali kontrol kualitas pie susu ini. kasihan reputasi toko ini ikutan rusak gara-gara produk yang tidak dijaga reputasinya oleh pemilik produk. Maaf ya kakak penjual, ini ulasan jujur. Mungkin bisa disampaikan kepada produsen produk agar memperbaiki kontrol kualitas produknya.",Negative
"sesuai, ada kendala awalnya, tapi terselesaikan dengan cepat dan tanpa repot",Positive
pelayanan top banget.exp lama.setiap beli maling selalu ke toko ini.the best seller,Positive
"barang ok, sesuai pesanan, pengiriman ok",Positive
"BELI 11, DIKIRIM CUMA 6, KOMPLAIN NO RESPON, enggak SOLUTIF, RUGI BELI DISINI, KAPOK ??????",Negative
Celananya sudah dicuci dan dipakai sama anakku. Dan puas banget sama produknya. Walopun harganya murah tapi tetap oke kok produknya jahitannya juga rapi. Bahannya memang random dan enggak bisa memilih tapi masih sepadan banget sama harganya. Pengirimannya juga cukup cepat. Thanks Seller ??.,Positive
"Pelayanan toko sangat buruk, saya order laptop disini, dan setelah barangnya sampai, laptop nya enggak mau nyala.. habis itu saya berusaha meminta solusi dari seller, awalnya seller masih mau respon seadanya ( tidak menawarkan solusi dan sangat lamban.) lalu karena mikir respondnya lama banget, terpaksa saya ajukan komplain . tapi setelah di komplain, seller enggak pernah jawab diskusi ataupun respon kendalanya.. saya dicuekin selama 8 hari, sampai jangka waktu habis dan dana di refund. kalau ada yang baca ulasan saya. saya anjurkan untuk order di toko lain. jangan tergoda sama tittle official store, nyata nya pelayanan toko enggak lebih baik dari merchant biasa. harga juga enggak lebih murah.",Negative
"Kenapa dikirim yang robek begini .Apa enggak dicek dulu sebelum dikirimMurah sih memang, tapi jangan barang rusak yang dikirim min",Negative
Pas chekout kemarin tulisanny dapat cashback.. 150 ribu pas barang sudah dapat kok koinnya cashback nya berubah hanya dapat 50 ribu kecewa banget.. bulan depan ganti susu dari kalbe saja lah..,Negative
"Saya order hitam (4 pcs) dan abu-abu (2pcs). Yang datang justru sebaliknya, hitam (2pcs) dan abu-abu (4pcs)",Negative
order yang ketiga. gercep. barang oke. pelayanan juga oke,Positive
Mantabh surantab.. customer service nya very very reliable.. kartu nya dahsyat signal tetap seteroooong dibawa ke pelosok korea.. terima kasih ya kak,Positive
"drone sulit dikendalikan. take of selalu miring wlpun sudah kalibrasi sesuai kertas petunjuk. menu ap android bahasa inggris tapi pesan errornya bahasa mandarin, enggak bisa baca.",Negative
Pengiriman sangat buruk respon penjual juga buruk. Ah kapok pesan di sini.cuma mau ambil untung doang indak mau tau penjualnya.seminggu baru terima barang,Negative
lcd nya kurang bagus...lumayan buat hiburan tapi layarnya kecil...kabel casan berfungsi tapi enggak dikasih colokannya..semoga amanah terus gan..,Positive
"enggak dipacking dikirim pakai boxnya begitu saja.. ?? benyek parah, isinya kaya barang bekas juga.. banyak banget baretnya sama ada noda apaan begitu kayak gel2 jorok banget..",Negative
Suka banget wangi banget teksturnya juga bagus bangeetPacking rapi ??,Positive
"Dikirim dengan cepat untuk wilayar Jaksel, langsung dipakai den befungsi dengan baik. Recomended Seller",Positive
"gila! Harga murah, kualitas oke punya",Positive
"bahan tipis, jahitan ya kasar, pokok ya saya ke cewa",Negative
"pihak toko tidak jelas, di meminta barang a yang datang barang b, dan pihak toko merasa benar, ada barang yang enggak di kirim pengambalian 14 hari katanua sd sekarang juga belum",Negative
enggak fungsi walau sudah di charge seharian. apes saja ini mah,Negative
"Diluar expektasi saya,, benar benar ukuran super mini, tidak ada bedanya dengan box, kontener yang di pasar, yang 3, tingkt, cuma karena ada space, diatas ,itu saja kelebihanya, saya ukur lebarnya cuma sejengkal ,antar jempol ibu jari dan dan jari tengah ,,benar benar kecil.. dengan harg lumayan mahal..??????????????????",Negative
"Lehernya patah, seller nya enggak bisa ganti rugi. enggak tau di cek dulu apa enggak sebelum di kirim",Negative
"Jahitannya rapi. Ukuran sesuai. Bahan agak panas tapi masih nyaman dipakai, Sesuailah dengan harganya. terima kasih ya seller...",Positive
plastik pecah jadi lembek sebagian,Negative
"Sudah dibuka, dicoba pasang, kuat nempelnya, kunciannya juga stabil, bongkar pasang hp nya gampang. Penjual juga responsif",Positive
Kualitas bahan sangat baik????.,Positive
"alhamdulillah barang datang dengan kondisi baik,, tidak penyok tidak retak atau patah dan barangny sesuai dengan foto bahan produk juga bagus. seller fast respon, thanx.",Positive
lumayan sesuai harga terima kasih,Positive
"sangat terlalu mahal, kualitas lem sama seperti aibon .",Negative
ketahanan wangi tidak seperti claim yang di sebutkan 12jam,Negative
"mudah copot di dasbord,lemnya kgk kuat",Negative
"Pesanan cepat diproses, packing rapi, sesuai pesanan. juragan mantab. ?????? selalu Repeat order kesini.",Positive
"meminta size 43 yang dikirim size 44, kebesaran enggak bisa saya pakai,bagaimana?",Negative
"luar biasa , proses ya cepat banget ng sampai 1 jam langsung di proses, ng seperti lapak yang satu lagi yang di tanggerang, pengiriman juga cepat banget, recomended banget",Positive
Recommended Seller??????,Positive
"balonnya cakep, gampang ditiup juga thx seller",Positive
pengiriman cepat kualitas barang bagus wanginya juga oke,Positive
debes,Positive
sangat tidak cocok dengan yang tidak suka manis. Ini minuman manis banget dan rasanya artificial mangga banget. SALAH untuk yang expect ini minuman segar dan fresh dari mangga buah.,Negative
barang sudah sampai terima kasih gan,Positive
Beli sabtu sampainya kamis ..lama betul ??,Negative
"Barangnya yang dikirim tidak sesuai dengan pesanan,saya pesan tas stitch dan pink minnie tapi yang dikirim tas minion kedua duanya????",Negative
"dabest lah pokokmya, pengiriman ke lampung cuma 3 hari. prosesnya juga gercep banget! Puas teruuuus, enggak pernah kecewa sama original source dari dulu, mantap??",Positive
"mantap, terima kasih seller. order kemarin sore, 24 jam sudah tiba ke daerah garut. barang sesuai deskripsi",Positive
"meminta rak tudung 4 tingkat yang di bubble malah celana dalem yang di dalam, baca pesannya dong.. mikir...",Negative
barang enggak sesuai. kecewa,Negative
"Saya pesan double box ini karena mau beli sepatu untuk kado, maksudnya biar enggak rusak box aslinya...Tapi pas sampai barangnya, box nya cuma 1, box aslinya saja di bungkus, alhasil box aslinya penyok2 ????. . sudah complain tapi belum ditanggapi... sayang sekali padahal saya sudah sering belanja di toko ini, cuma gara-gara hal kecil jadi mengecewakan...",Negative
"Payah, pesan beda warna tapi malah datang satu warna. Padahal sudah di beri keterangan,.",Negative
enak dipakenya.. bahannya bagus... Bahannya adem. Modelnya kekinian ??. Tidak menerawang. Warnanya cantik ??. Jahitannya rapi. Enak dipakai ?.,Positive
"Mantap jiwo, Thx Gan product sudah saya terima dengan baik ...sukses selalu",Positive
Mainannya rusak enggak bisa dipakai,Negative
"bocor!! paket basah, jadi tinggal bublrwrap terikat isolasi saja plus liquid. rasa nya mau enggak mau tidak enak. untuk yang lainnya (botol kaca) aman",Negative
Material Produk Bagus. Kualitas Produk Bagus. Ukuran Produk Sesuai. Produk Original.,Positive
"ujungnya sedikit robek dan rusak, tapi secara keseluruhan baik",Positive
"penjual tidak amanah, meminta masker warna abu dan hitam,di kirim abu semua",Negative
MANTUL.. recommended seller,Positive
"Seharusnya chat dijadikan makesure barang, warna dl, jangan kaku kaku banget jadi roko",Negative
"kelengkapan sesuai. Game nya seru!. gaming terbaik.. Untuk kesekian kalinya beli disini yang tentu saja selalu Memuaskan, Memuaskan dan Memuaskan... Intinya Seller : Responsif (Seller yang Ramah, Komunikatif banget deh), Packing juga rapi banget (Proteksi Untuk Pengiriman Sangat Terjaga), Barang yang Sesuai (Original Dong Pastinya), Proses Pengiriman yang Cepat, Terus dapat lagi bonus Tumbler nya Luar Biasa Sekali, Thanks ya gan... Buat Lo Pada yang mau beli disini, langsung saja, enggak usah ragu2, sangat Recomended sekali, tidak akan Mengecewakan... Perfect, Mantap, Top Markotop, The Best Of The Best... Sekali lagi Thanks ya gan, Sukses Selalu deh ????????????????????????????",Positive
terima kasih.... penjual responsif... barang diterima dengan aman... semoga awet,Positive
peking aman dan rapi.. puas,Positive
"Pembelian kedua, sayang kabel enggak sesuai, jadi beli kabel dulu. Tapi produk masih ok, berfungsi dengan baik. Terima kasih.",Positive
